epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,132.03,1.32658,2.03559,1.45406,0.57476,0.51185,0.52275,0.23635,1.83009,1.61041,1.7525,0.000237635,0.000237635,0.000237635
