epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,130.957,1.40102,2.68243,1.51637,0.50129,0.40569,0.40675,0.17546,1.82706,2.03159,1.82531,0.000237635,0.000237635,0.000237635
2,259.618,1.29471,1.93692,1.46123,0.54591,0.45971,0.47395,0.21362,1.84438,1.78622,1.86646,0.000240196,0.000240196,0.000240196
